"COUNTY","GEOID","DESCRIPTION","REGION","YEAR","UNEMPLOYMENT","IN_LABOR_FORCE","FRONTLINE_OCC","HIGH_UNEMP_OCC","UNEMPLOYMENT_2019_RR","FRONTLINE_OCC_RR","HIGH_UNEMP_OCC_RR"
"06037","0603719","Los Angeles County (Central)--Glendale City, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.032,0.538,0.274,0.166,1.25,1.1,0.99
"06037","0603707","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.023,0.502,0.292,0.166,0.9,1.17,0.99
"06037","0603708","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.03,0.534,0.261,0.185,1.17,1.05,1.1
"06037","0603761","Los Angeles County (South Central)--Torrance City, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.014,0.544,0.325,0.114,0.55,1.3,0.68
"06037","0603762","Los Angeles County (South Central)--Carson City, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.02,0.543,0.356,0.109,0.78,1.43,0.65
"06037","0603711","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.022,0.485,0.215,0.156,0.86,0.86,0.93
"06037","0603765","Los Angeles County (Southeast)--Long Beach City (East), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.013,0.568,0.249,0.123,0.51,1,0.73
"06037","0603725","Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.03,0.573,0.227,0.176,1.17,0.91,1.05
"06037","0603713","Los Angeles County (East Central)--Covina & Walnut Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.018,0.521,0.291,0.128,0.7,1.17,0.76
"06037","0603754","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.028,0.527,0.271,0.147,1.09,1.09,0.87
"06037","0603718","Los Angeles County (Central)--Pasadena City, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.021,0.572,0.221,0.175,0.82,0.89,1.04
"06037","0603757","Los Angeles County (South Central)--Compton City & West Rancho Dominguez, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.035,0.498,0.321,0.128,1.37,1.29,0.76
"06037","0603746","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.031,0.515,0.244,0.237,1.21,0.98,1.41
"06037","0603730","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.023,0.588,0.188,0.2,0.9,0.75,1.19
"06037","0603747","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.039,0.547,0.272,0.18,1.52,1.09,1.07
"06037","0603759","Los Angeles County (South Central)--Hawthorne City, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.017,0.511,0.282,0.187,0.66,1.13,1.11
"06037","0603710","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.032,0.524,0.317,0.139,1.25,1.27,0.83
"06037","0603748","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.025,0.629,0.158,0.115,0.98,0.63,0.68
"06037","0603727","Los Angeles County (Central)--LA City (Central/Pacific Palisades), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.023,0.599,0.127,0.172,0.9,0.51,1.02
"06037","0603737","Los Angeles County (Central)--Monterey Park & Rosemead Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.014,0.498,0.233,0.203,0.55,0.93,1.21
"06037","0603751","Los Angeles County (South Central)--LA City (South Central/Watts), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.041,0.464,0.299,0.187,1.6,1.2,1.11
"06037","0603766","Los Angeles County (South)--Long Beach City (Southwest & Port), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.045,0.541,0.314,0.155,1.76,1.26,0.92
"06037","0603724","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.022,0.553,0.278,0.148,0.86,1.11,0.88
"06037","0603745","Los Angeles County (Central)--LA City (Southeast/East Vernon), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.034,0.447,0.297,0.192,1.33,1.19,1.14
"06037","0603723","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.04,0.577,0.293,0.18,1.56,1.17,1.07
"06037","0603764","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.026,0.513,0.277,0.157,1.01,1.11,0.93
"06037","0603741","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.034,0.469,0.36,0.161,1.33,1.44,0.96
"06059","0605909","Orange County (North Central)--Anaheim City (West), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.016,0.529,0.253,0.193,0.62,1.01,1.15
"06059","0605905","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.017,0.541,0.215,0.156,0.66,0.86,0.93
"06059","0605902","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.019,0.528,0.234,0.13,0.74,0.94,0.77
"06059","0605906","Orange County (North)--Yorba Linda, La Habra & Brea Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.018,0.559,0.25,0.15,0.7,1,0.89
"06059","0605911","Orange County (Central)--Orange & Villa Park Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.022,0.54,0.231,0.142,0.86,0.93,0.84
"06059","0605904","Orange County (Central)--Irvine City (Central), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.023,0.516,0.175,0.154,0.9,0.7,0.91
"06059","0605914","Orange County (Northwest)--Huntington Beach City, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.029,0.564,0.235,0.153,1.13,0.94,0.91
"06059","0605916","Orange County (Central)--Santa Ana City (West), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.024,0.529,0.274,0.181,0.94,1.1,1.08
"06059","0605910","Orange County (North Central)--Anaheim City (East), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.021,0.561,0.244,0.157,0.82,0.98,0.93
"06059","0605918","Orange County (Central)--Costa Mesa & Fountain Valley Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.024,0.572,0.199,0.201,0.94,0.8,1.19
"06059","0605917","Orange County (Central)--Santa Ana City (East), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.024,0.521,0.308,0.209,0.94,1.23,1.24
"06059","0605907","Orange County (North Central)--Fullerton & Placentia Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.024,0.521,0.216,0.18,0.94,0.87,1.07
"06059","0605903","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.021,0.527,0.181,0.121,0.82,0.73,0.72
"06059","0605908","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.021,0.51,0.288,0.117,0.82,1.15,0.69
"06059","0605913","Orange County (Northwest)--Garden Grove City (East), California","Los Angeles-Long Beach-Anaheim, CA",2019,0.021,0.516,0.265,0.198,0.82,1.06,1.18
"06059","0605901","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.026,0.53,0.218,0.152,1.01,0.87,0.9
"06059","0605915","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.019,0.529,0.2,0.121,0.74,0.8,0.72
"06059","0605912","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities, California","Los Angeles-Long Beach-Anaheim, CA",2019,0.025,0.498,0.264,0.186,0.98,1.06,1.1
"06039","0603900","Madera County--Madera City, California","Madera, CA",2019,0.032,0.414,0.42,0.155,1,1,1
"06045","0603300","Lake & Mendocino Counties, California","Ukiah, CA",2019,0.038,0.451,0.292,0.188,1,1,1
"06047","0604702","Merced County (Northeast)--Merced & Atwater Cities, California","Merced, CA",2019,0.043,0.468,0.408,0.12,1.01,0.98,0.98
"06047","0604701","Merced County (West & South)--Los Banos & Livingston Cities, California","Merced, CA",2019,0.042,0.428,0.434,0.125,0.99,1.04,1.02
"06053","0605303","Monterey (South & East) & San Benito Counties, California","Salinas, CA",2019,0.031,0.451,0.46,0.088,1.39,1.33,0.57
"06053","0605302","Monterey County (Northeast)--Salinas City, California","Salinas, CA",2019,0.019,0.455,0.436,0.14,0.85,1.26,0.91
"06053","0605301","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities, California","Salinas, CA",2019,0.019,0.53,0.196,0.21,0.85,0.57,1.37
"06057","0605700","Nevada & Sierra Counties, California","Truckee-Grass Valley, CA",2019,0.008,0.459,0.22,0.213,1,1,1
"06065","0606512","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens, California","Riverside-San Bernardino-Ontario, CA",2019,0.014,0.485,0.238,0.109,0.51,0.85,0.72
"06065","0606502","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.022,0.46,0.235,0.228,0.8,0.84,1.5
"06065","0606511","Riverside County (Northwest)--Riverside City (West), California","Riverside-San Bernardino-Ontario, CA",2019,0.017,0.512,0.298,0.152,0.62,1.06,1
"06065","0606503","Riverside County (Southwest)--Temecula City, California","Riverside-San Bernardino-Ontario, CA",2019,0.025,0.501,0.274,0.154,0.91,0.98,1.01
"06065","0606506","Riverside County (Southwest)--Hemet City & East Hemet, California","Riverside-San Bernardino-Ontario, CA",2019,0.038,0.397,0.233,0.14,1.38,0.83,0.92
"06065","0606505","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.022,0.444,0.265,0.16,0.8,0.94,1.05
"06065","0606514","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.025,0.48,0.298,0.117,0.91,1.06,0.77
"06065","0606510","Riverside County (Northwest)--Riverside City (East), California","Riverside-San Bernardino-Ontario, CA",2019,0.034,0.483,0.234,0.144,1.23,0.83,0.95
"06065","0606504","Riverside County (Southwest)--Murrieta & Wildomar Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.019,0.465,0.242,0.144,0.69,0.86,0.95
"06065","0606501","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.04,0.441,0.281,0.221,1.45,1,1.45
"06065","0606508","Riverside County (Northwest)--Moreno Valley City, California","Riverside-San Bernardino-Ontario, CA",2019,0.029,0.473,0.306,0.127,1.05,1.09,0.83
"06065","0606513","Riverside County (West Central)--Corona (Northwest) & Norco Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.025,0.519,0.244,0.127,0.91,0.87,0.83
"06065","0606515","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.036,0.442,0.246,0.291,1.3,0.88,1.91
"06065","0606507","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.033,0.427,0.304,0.154,1.2,1.08,1.01
"06065","0606509","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley, California","Riverside-San Bernardino-Ontario, CA",2019,0.026,0.465,0.317,0.127,0.94,1.13,0.83
"06071","0607104","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City, California","Riverside-San Bernardino-Ontario, CA",2019,0.029,0.447,0.312,0.172,1.05,1.11,1.13
"06071","0607112","San Bernardino County (Southwest)--Upland & Montclair Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.025,0.526,0.27,0.164,0.91,0.96,1.08
"06071","0607109","San Bernardino County (Southwest)--Rialto City, California","Riverside-San Bernardino-Ontario, CA",2019,0.044,0.491,0.33,0.158,1.59,1.18,1.04
"06071","0607113","San Bernardino County (Southwest)--Ontario City, California","Riverside-San Bernardino-Ontario, CA",2019,0.024,0.536,0.268,0.154,0.87,0.95,1.01
"06071","0607103","San Bernardino County (West Central)--Hesperia City & Apple Valley Town, California","Riverside-San Bernardino-Ontario, CA",2019,0.036,0.404,0.302,0.186,1.3,1.08,1.22
"06071","0607110","San Bernardino County (Southwest)--Fontana City (East), California","Riverside-San Bernardino-Ontario, CA",2019,0.022,0.451,0.384,0.155,0.8,1.37,1.02
"06071","0607115","San Bernardino County (Southwest)--Fontana City (West), California","Riverside-San Bernardino-Ontario, CA",2019,0.033,0.521,0.306,0.138,1.2,1.09,0.91
"06071","0607102","San Bernardino County (West Central)--Victorville & Adelanto Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.05,0.377,0.283,0.115,1.81,1.01,0.76
"06071","0607108","San Bernardino County (Southwest)--San Bernardino City (West), California","Riverside-San Bernardino-Ontario, CA",2019,0.035,0.458,0.296,0.147,1.27,1.05,0.97
"06071","0607105","San Bernardino County (Southwest)--Redlands & Yucaipa Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.025,0.505,0.292,0.102,0.91,1.04,0.67
"06071","0607114","San Bernardino County (Southwest)--Chino & Chino Hills Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.013,0.522,0.268,0.113,0.47,0.95,0.74
"06071","0607107","San Bernardino County (Southwest)--San Bernardino City (East), California","Riverside-San Bernardino-Ontario, CA",2019,0.025,0.45,0.363,0.147,0.91,1.29,0.97
"06071","0607111","San Bernardino County (Southwest)--Rancho Cucamonga City, California","Riverside-San Bernardino-Ontario, CA",2019,0.019,0.527,0.282,0.134,0.69,1,0.88
"06071","0607106","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.016,0.445,0.341,0.166,0.58,1.21,1.09
"06071","0607101","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities, California","Riverside-San Bernardino-Ontario, CA",2019,0.036,0.429,0.179,0.164,1.3,0.64,1.08
"06073","0607304","San Diego County (Northwest)--Carlsbad City, California","San Diego-Carlsbad, CA",2019,0.029,0.536,0.191,0.183,1,0.82,1.15
"06073","0607309","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities, California","San Diego-Carlsbad, CA",2019,0.025,0.511,0.239,0.102,0.86,1.03,0.64
"06073","0607310","San Diego County (West)--San Diego City (Southwest/Central Coastal), California","San Diego-Carlsbad, CA",2019,0.015,0.583,0.192,0.132,0.52,0.83,0.83
"06073","0607316","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park), California","San Diego-Carlsbad, CA",2019,0.022,0.642,0.225,0.158,0.76,0.97,0.99
"06073","0607317","San Diego County (South Central)--San Diego City (Central/Mid-City), California","San Diego-Carlsbad, CA",2019,0.031,0.541,0.215,0.247,1.06,0.93,1.56
"06073","0607306","San Diego County (Northwest)--Escondido City (East), California","San Diego-Carlsbad, CA",2019,0.014,0.472,0.267,0.202,0.48,1.15,1.27
"06073","0607320","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East), California","San Diego-Carlsbad, CA",2019,0.03,0.526,0.277,0.11,1.03,1.2,0.69
"06073","0607302","San Diego County (North & East)--Fallbrook, Alpine & Valley Center, California","San Diego-Carlsbad, CA",2019,0.021,0.468,0.25,0.153,0.72,1.08,0.96
"06073","0607312","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights), California","San Diego-Carlsbad, CA",2019,0.017,0.57,0.198,0.126,0.58,0.86,0.79
"06073","0607308","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities, California","San Diego-Carlsbad, CA",2019,0.029,0.539,0.218,0.149,1,0.94,0.94
"06073","0607301","San Diego County (Northwest)--Oceanside City & Camp Pendleton, California","San Diego-Carlsbad, CA",2019,0.026,0.591,0.182,0.181,0.89,0.79,1.14
"06073","0607319","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley, California","San Diego-Carlsbad, CA",2019,0.041,0.475,0.27,0.113,1.41,1.17,0.71
"06073","0607303","San Diego County (Northwest)--Vista City, California","San Diego-Carlsbad, CA",2019,0.03,0.542,0.224,0.168,1.03,0.97,1.06
"06073","0607321","San Diego County (Southwest)--Chula Vista (West) & National City Cities, California","San Diego-Carlsbad, CA",2019,0.065,0.569,0.268,0.14,2.23,1.16,0.88
"06073","0607322","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay), California","San Diego-Carlsbad, CA",2019,0.045,0.492,0.265,0.119,1.55,1.14,0.75
"06073","0607311","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa), California","San Diego-Carlsbad, CA",2019,0.016,0.561,0.223,0.137,0.55,0.96,0.86
"06073","0607315","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa), California","San Diego-Carlsbad, CA",2019,0.041,0.61,0.222,0.161,1.41,0.96,1.01
"06073","0607314","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities, California","San Diego-Carlsbad, CA",2019,0.024,0.553,0.205,0.162,0.82,0.89,1.02
"06073","0607313","San Diego County (Central)--El Cajon & Santee Cities, California","San Diego-Carlsbad, CA",2019,0.032,0.514,0.239,0.19,1.1,1.03,1.2
"06073","0607305","San Diego County (Northwest)--San Marcos & Escondido (West) Cities, California","San Diego-Carlsbad, CA",2019,0.011,0.498,0.264,0.175,0.38,1.14,1.1
"06073","0607318","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline), California","San Diego-Carlsbad, CA",2019,0.038,0.531,0.313,0.187,1.31,1.35,1.18
"06073","0607307","San Diego County (Central)--Lakeside, Winter Gardens & Ramona, California","San Diego-Carlsbad, CA",2019,0.019,0.516,0.156,0.179,0.65,0.67,1.13
"06077","0607704","San Joaquin County (North)--Lodi, Ripon & Escalon Cities, California","Stockton-Lodi, CA",2019,0.027,0.459,0.35,0.125,0.92,1,1.01
"06077","0607701","San Joaquin County (Central)--Stockton City (North), California","Stockton-Lodi, CA",2019,0.027,0.452,0.341,0.131,0.92,0.97,1.06
"06077","0607703","San Joaquin County (South)--Tracy, Manteca & Lathrop Cities, California","Stockton-Lodi, CA",2019,0.032,0.482,0.3,0.118,1.09,0.85,0.95
"06077","0607702","San Joaquin County (Central)--Stockton City (South), California","Stockton-Lodi, CA",2019,0.03,0.447,0.45,0.123,1.03,1.28,0.99
"06079","0607902","San Luis Obispo County (East)--Inland Region, California","San Luis Obispo-Paso Robles-Arroyo Grande, CA",2019,0.011,0.491,0.222,0.166,0.67,1.03,0.82
"06079","0607901","San Luis Obispo County (West)--Coastal Region, California","San Luis Obispo-Paso Robles-Arroyo Grande, CA",2019,0.02,0.503,0.211,0.225,1.21,0.98,1.11
"06083","0608302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities, California","Santa Maria-Santa Barbara, CA",2019,0.022,0.5,0.326,0.139,0.93,1.09,0.8
"06083","0608301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt, California","Santa Maria-Santa Barbara, CA",2019,0.021,0.469,0.434,0.118,0.89,1.45,0.68
"06083","0608303","Santa Barbara County--South Coast Region, California","Santa Maria-Santa Barbara, CA",2019,0.026,0.534,0.211,0.223,1.1,0.71,1.28
"06087","0608702","Santa Cruz County (South & Coastal)--Santa Cruz City, California","Santa Cruz-Watsonville, CA",2019,0.029,0.53,0.237,0.209,1.06,0.87,1.22
